StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q95,QID2_2,QID6,QID7,QID16,QID17,QID10,QID11,QID12,QID13,QID14,QID15,QID18,QID19,QID20,QID21,QID79,QID101,QID100,QID71,QID83,QID82,QID85,QID84,QID87,QID88,QID90,QID89,QID92,QID91,QID94,QID93,QID96,QID95,QID98,QID99,QID43,QID27,QID78,QID47,QID25,QID33,QID50,QID37,QID39,QID41,QID106,QID107,QID108,QID109,QID110,QID113,QID114,QID115,QID117,QID116,QID118,QID119,QID120,QID121,QID122,,Q98,QID52,QID63,QID105,Q135,Q136,Q138,,AmazonId,CAND,ED,TW,BI,HC,AB,GC,ML,NS,TC,CC,impED,impTW,impBI,impHC,impAB,impML,impNS,impTC,impCC,impGC,ResponseID,group,FB,SCO,QID17,Group
1/19/21 13:53,1/19/21 13:57,0,99.138.146.154,100,255,1,1/19/21 13:57,R_eevIzMhSIgkEAwx,,,,,26.26809692,-80.209198,anonymous,EN,4,21,2,"1,2,3",10,3,3,3,1,1,3,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,3,2,1,2,3,,,,,,,,,,,,,,,,,5,1,4,,,,,,A37PDQI18BMKRM,"Tulsi Gabbard(D)
",1,4,2,1,3,3,2,2,2,3,,,,,,,,,,,R_24khh77Am3m05Bx,experiment1,7,5,3,experimental
1/19/21 13:52,1/19/21 14:01,0,76.69.109.233,100,552,1,1/19/21 14:01,R_2Se7fOfqW8eXQT1,,,,,45.68339539,-73.43250275,anonymous,EN,4,28,1,2,53,2,3,4,2,1,3,3,3,2,3,4,1,0.4,4,0.2,1,0.2,1,0.2,3,0.4,1,0.4,1,0.4,3,0.2,3,0.6,3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,21,,,,,,A2NAKIXS3DVGAA,"Mark Sanford(R)
",3,3,2,3,2,4,3,2,2,2,,,,,,,,,,,R_DuaPkql5jM85iiR,experiment1,5,3,2,experimental
1/19/21 13:56,1/19/21 14:06,0,151.200.241.187,100,584,1,1/19/21 14:06,R_3ODpeuu6RWMtRmN,,,,,38.84519958,-77.46510315,anonymous,EN,4,29,2,4,53,5,1,2,2,4,3,2,1,1,2,3,2,0.6,4,0.8,3,1,2,0.8,3,0.8,1,1,3,0.6,2,0.8,1,0.8,2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,21,good survey!,,,,,A2LP305VI4WP0,"Elizabeth Warren(D)
Andrew Yang(D)
",2,1,2,1,2,1,1,2,1,1,,,,,,,,,,,R_2EFsRX247njXK8K,experiment1,10,2,5,experimental
1/19/21 13:50,1/19/21 14:08,0,71.94.176.52,100,1069,1,1/19/21 14:08,R_xyWAZetxMADLc5j,,,,,46.5921936,-120.5299988,anonymous,EN,4,28,1,2,48,5,3,2,2,1,3,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,"1,2,3,4,5,6","1,2,3,4,6,12",6,7,3,1,2,2,3,3,"1,4,8,2,3",3,,,,,,1,4,very useful survey thank you,,A3TUJHF9LW3M8N,"Mike Bloombeg(D)
",2,3,3,3,3,1,1,2,3,3,,,,,,,,,,,R_RVx25aZ9jpMzRaF,experiment1,10,6,5,experimental
1/19/21 13:57,1/19/21 14:09,0,179.216.178.200,100,691,1,1/19/21 14:09,R_cZ9JSjZCGxyroXv,,,,,-27.61450195,-48.50120544,anonymous,EN,4,22,1,3,53,3,1,2,1,1,3,1,1,2,2,4,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,1,1,2,1,,,,,,,,,,,,,,,,,6,4,21,,,,,,A121XSX1THS5UI,"Elizabeth Warren(D)
Cory Booker(D)
",1,1,2,2,3,1,1,1,1,1,,,,,,,,,,,R_1gUe1H0bma25jch,experiment1,8,5,3,experimental
1/19/21 14:05,1/19/21 14:12,0,71.161.107.31,100,419,1,1/19/21 14:12,R_DdTcILP31CFzQ4N,,,,,42.75650024,-72.02760315,anonymous,EN,4,29,1,2,30,6,3,3,2,1,3,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,3,3,3,5,2,4,2,2,2,2,,,,,,,,,,,,,,,,,10,2,21,,,,,,AW5BCJLKTRT8M,"Mike Bloombeg(D)
",1,2,2,2,3,2,2,2,3,2,,,,,,,,,,,R_1cUt81as6ujTitB,experiment1,6,3,6,experimental
1/19/21 14:10,1/19/21 14:14,0,100.4.220.70,100,286,1,1/19/21 14:14,R_XnDiS0AtwMGlNtL,,,,,42.78359985,-73.94280243,anonymous,EN,4,24,2,2,33,5,1,3,2,1,3,1,3,2,2,2,1,0.6,1,1,2,0.6,1,1,3,1,1,0.4,1,0.8,1,0.8,2,0.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,10,"Warren would be my second choice, but overall I feel like Bernie cares most about people of any American politician",,,,,A21T2NO0T61VUF,"Amy Klobuchar(D)
",3,2,3,2,3,3,2,1,2,3,,,,,,,,,,,R_eevIzMhSIgkEAwx,experiment1,10,4,5,experimental
1/19/21 14:10,1/19/21 14:15,0,90.255.37.123,100,281,1,1/19/21 14:15,R_3fqqzOhDpsG1kEB,,,,,51.39129639,-0.098205566,anonymous,EN,4,18,1,2,5,2,4,1,2,4,3,1,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,"3,7",6,7,5,1,"2,5",2,2,3,"8,3",4,,,,,,1,4,,,A12EO8AAUDZIU8,"Elizabeth Warren(D)
Andrew Yang(D)
",1,1,1,1,3,1,1,1,2,1,,,,,,,,,,,R_cZ9JSjZCGxyroXv,experiment1,8,7,2,experimental
1/19/21 14:13,1/19/21 14:19,0,172.114.169.143,100,315,1,1/19/21 14:19,R_2EuHosybr2A8Ile,,,,,34.02510071,-118.1556015,anonymous,EN,4,22,1,3,5,5,1,2,2,1,3,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,2,1,2,1,3,1,1,1,2,2,,,,,,,,,,,,,,,,,6,1,10,None,,,,,AGS3G0AT438E7,"Mark Sanford(R)
",3,3,3,5,2,4,2,2,2,2,,,,,,,,,,,R_DdTcILP31CFzQ4N,experiment1,8,6,5,experimental
1/19/21 14:14,1/19/21 14:22,0,24.248.110.9,100,465,1,1/19/21 14:22,R_2agmX1wpSNqYmb9,,,,,37.70419312,-97.27780151,anonymous,EN,4,25,2,2,23,5,1,1,2,1,3,1,1,2,2,3,1,1,4,0.8,2,0.6,2,1,3,1,2,1,1,1,2,0.8,2,0.4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,4,,,,,,AQMLJYUQCSG22,"Elizabeth Warren(D)
",2,1,2,1,3,1,1,1,2,2,,,,,,,,,,,R_2EuHosybr2A8Ile,experiment1,8,8,5,experimental
1/19/21 14:11,1/19/21 14:23,0,151.65.235.216,100,687,1,1/19/21 14:23,R_21GOmpyVb1B3Yco,,,,,45.53559875,10.21470642,anonymous,EN,4,23,1,2,1,5,4,1,1,1,2,3,1,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,"1,2,3,4,6","2,3,5,7,10,11",3,"1,3,5",1,1,5,3,3,2,"8,9,3,5",3,,,,,,1,4,,,AVQ079S6QO1BW,"Andrew Yang(D)
",1,1,1,2,2,1,1,3,1,1,,,,,,,,,,,R_2zdXnr7KDdXfV43,experiment1,10,8,5,experimental
1/19/21 14:14,1/19/21 14:23,0,82.60.209.96,100,516,1,1/19/21 14:23,R_2zdXnr7KDdXfV43,,,,,37.62390137,15.05670166,anonymous,EN,4,24,1,2,6,5,1,2,2,1,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,1,3,1,1,,,,,,,,,,,,,,,,,7,1,4,,,,,,A1U3TT3VMH9FU9,"Mike Bloombeg(D)
Andrew Yang(D)
",2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,R_8kvpxiENOgjJZbb,experiment1,3,6,5,experimental
1/19/21 14:23,1/19/21 14:25,0,69.61.79.143,100,150,1,1/19/21 14:25,R_3LaLwWjQojU0TS6,,,,,37.75100708,-97.8219986,anonymous,EN,4,24,1,2,10,5,2,3,2,3,4,3,2,1,4,3,1,0.8,3,1,1,1,5,0.2,3,0.2,3,0.2,2,0.4,2,0.4,1,1,4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,4,,,,,,A15YGNTVVBSSY4,"Elizabeth Warren(D)
",1,1,2,1,1,1,1,2,1,1,,,,,,,,,,,R_vuIg4udFlvws4P7,experiment1,7,4,5,experimental
1/19/21 13:54,1/19/21 14:26,0,46.223.163.141,100,1870,1,1/19/21 14:26,R_TurVd2kDkl8fl0R,,,,,49.00669861,8.417007446,anonymous,EN,4,27,2,4,46,5,4,2,2,1,3,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,"4,5","2,3,4,5,6,7,9,11,12,13",2,"3,5",1,4,"2,3,5",2,2,2,"9,3,5",3,,,,,,1,10,,,A2LNOI4ROD1F79,"Elizabeth Warren(D)
",1,1,2,1,3,1,1,2,2,2,,,,,,,,,,,R_27fADW9uUr8A6Dg,experiment1,7,8,5,experimental
1/19/21 14:26,1/19/21 14:30,0,68.191.107.87,100,206,1,1/19/21 14:30,R_2aT7ouiZxxXlfiN,,,,,34.54849243,-87.00360107,anonymous,EN,4,24,2,2,1,3,3,2,1,1,3,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,"1,2","2,3,4,5,6,7",6,7,5,2,5,3,2,2,"3,5",4,,,,,,1,10,,,AA0AU5KTGOHQR,"Andrew Yang(D)
",1,2,2,3,2,1,1,2,2,1,,,,,,,,,,,R_b2Tu88yVEa0JQZ3,experiment1,10,3,3,experimental
1/19/21 14:25,1/19/21 14:31,0,24.244.154.167,100,355,1,1/19/21 14:31,R_8kvpxiENOgjJZbb,,,,,25.08329773,-77.34999847,anonymous,EN,4,26,2,1,10,5,3,1,2,1,3,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,7,1,4,,,,,,AZKFSYWVPF6JL,"Tulsi Gabbard(D)
",1,2,1,1,2,4,1,2,2,2,,,,,,,,,,,R_3nAzqgG0v1IQ3pQ,experiment1,9,7,5,experimental
1/19/21 14:23,1/19/21 14:34,0,191.19.218.154,100,661,1,1/19/21 14:34,R_2EubiBccyhm7wkd,,,,,-23.18080139,-45.89109802,anonymous,EN,4,24,1,2,41,5,4,1,1,1,3,3,3,3,2,4,2,0.6,1,0.8,2,0.8,3,1,3,1,3,0.4,1,0.6,2,0.8,2,0.6,3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,A17SP91CGIZ1YH,"Cory Booker(D)
",1,1,2,3,3,1,1,1,2,1,,,,,,,,,,,R_2OHYrqL0yyxFXWT,experiment1,8,7,5,experimental
1/19/21 14:35,1/19/21 14:40,0,104.229.233.230,100,350,1,1/19/21 14:40,R_27V6yOJrW2Bfakz,,,,,43.04550171,-74.85980225,anonymous,EN,4,29,3,2,33,4,1,2,2,1,3,2,1,3,2,2,1,0.8,1,1,1,1,2,0.8,3,1,1,1,1,0.6,1,0.8,2,0.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,"I would have voted for Warren, but she had dropped out by the time my state primaries happened.",,,,,A29ANBEU3JKCKZ,"Elizabeth Warren(D)
",1,1,2,1,3,1,1,1,2,2,,,,,,,,,,,R_2xYlVAES7Chp8Tq,experiment1,10,8,4,experimental
1/19/21 14:38,1/19/21 14:42,0,47.153.114.127,100,250,1,1/19/21 14:42,R_vuIg4udFlvws4P7,,,,,34.03930664,-117.1725006,anonymous,EN,4,28,1,1,5,5,3,4,2,1,3,1,1,1,3,4,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,10,1,4,,,,,,AQTJFPB37TML0,"Elizabeth Warren(D)
",1,1,1,1,3,1,1,1,1,1,,,,,,,,,,,R_3Pot2rxU22jvlqU,experiment1,10,5,5,experimental
1/19/21 14:40,1/19/21 14:45,0,68.83.190.189,100,253,1,1/19/21 14:45,R_3RmSg2RgBM2nyHh,,,,,39.94859314,-75.23390198,anonymous,EN,4,27,1,2,39,4,2,3,1,1,4,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,1,"1,2,6","2,7",3,5,1,2,"1,2,5",2,2,2,"2,5",2,,,,,,4,10,,,AH31KYC8IKTZZ,"Joe Biden(D)
Joe Walsh(R)
",1,2,3,3,1,5,3,3,2,1,,,,,,,,,,,R_1cRZXJ3IGv7g01v,experiment1,3,5,4,experimental
1/19/21 14:45,1/19/21 14:49,0,24.101.212.223,100,225,1,1/19/21 14:49,R_D2EbF2ORLI4HAlz,,,,,41.13890076,-81.86289978,anonymous,EN,4,26,2,2,36,7,1,4,2,1,3,1,3,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,"1,2,3,4,5,6","1,2,3,4,6,7,8,9,10,12",4,"1,2,3,4",1,1,"1,5",2,2,2,"8,9,2,3,5",3,,,,,,1,4,"good study, thanks",,AYXUD1M6PC1O4,"Joe Biden(D)
Andrew Yang(D)
Mark Sanford(R)
",3,2,3,5,2,3,1,2,2,2,,,,,,,,,,,R_PA8dtuTh9P9iFLb,experiment1,10,7,7,experimental
1/19/21 14:45,1/19/21 14:52,0,63.143.201.132,100,445,1,1/19/21 14:52,R_0IB6270UNYxfuM1,,,,,40.62139893,-73.97049713,anonymous,EN,4,26,1,1,33,4,4,3,2,1,3,2,3,3,2,2,2,0.4,2,0.6,3,0.8,3,0.8,2,0.8,5,0.8,2,1,1,1,2,0.2,2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,13,,,,,,AJZEXCH1TSUE1,"Joe Biden(D)
",3,2,2,3,3,4,1,2,3,1,,,,,,,,,,,R_e5m9Ebl7pOiZSIV,experiment1,7,8,4,experimental
1/19/21 14:44,1/19/21 14:53,0,69.236.220.157,100,540,1,1/19/21 14:53,R_27fADW9uUr8A6Dg,,,,,34.02510071,-118.1556015,anonymous,EN,4,25,1,3,5,3,1,2,2,1,3,1,1,2,5,2,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,1,1,2,2,2,,,,,,,,,,,,,,,,,6,1,4,,,,,,A27HSWPPQOUNIA,"Cory Booker(D)
",1,4,3,2,2,1,1,1,3,1,,,,,,,,,,,R_3fJcPSbVLi4wNOn,experiment1,10,2,3,experimental
1/19/21 14:50,1/19/21 14:57,0,115.99.26.244,100,416,1,1/19/21 14:57,R_31oRGwqAfZ6Ve2l,,,,,13.08779907,80.27850342,anonymous,EN,4,25,2,4,5,5,2,3,1,1,4,1,1,1,2,3,2,1,1,0.8,1,1,3,0.8,2,1,2,0.6,1,0.8,2,1,2,0.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,4,Good,,,,,AS65F9TB0IOXG,"Andrew Yang(D)
",2,1,2,3,3,1,2,2,2,2,,,,,,,,,,,R_2EzBvA3SXwVQX8T,experiment1,8,3,5,experimental
1/19/21 15:01,1/19/21 15:04,0,73.229.139.186,100,222,1,1/19/21 15:04,R_2EsGxzBPRxropiF,,,,,40.53770447,-105.0546036,anonymous,EN,4,29,2,2,6,6,3,4,2,1,3,1,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,"1,3,4","3,7,8,12",3,"1,3,4",1,1,"1,2,3,5",3,2,2,"2,3,5",3,,,,,,1,12,,,A1GQ2Q1USIMC63,"Elizabeth Warren(D)
",1,1,2,1,3,2,1,1,2,2,,,,,,,,,,,R_3lQVhoJaruSFkk8,experiment1,10,5,6,experimental
1/19/21 15:03,1/19/21 15:07,0,157.49.216.228,100,284,1,1/19/21 15:07,R_z07fVFIO9P6yvMB,,,,,13.08779907,80.27850342,anonymous,EN,4,22,2,4,5,6,2,1,1,2,3,2,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,"1,2,3,4,5,6","1,2,3,4,5,6,7,8,9,10,11,12,13",6,"1,2,3,4,5,6,7",4,3,"1,2,3,4,5",2,2,3,"1,4,8,9,2,3,5",3,,,,,,1,4,,,A3P7AXWF57BHNX,"Joe Walsh(R)
",2,4,1,2,1,4,1,2,2,1,,,,,,,,,,,R_1g2vzB038eKXkYI,experiment1,6,5,6,experimental
1/19/21 15:06,1/19/21 15:09,0,72.88.136.46,100,208,1,1/19/21 15:09,R_3R1r2ZYbr3rxpaF,,,,,40.97349548,-73.96070099,anonymous,EN,4,26,2,2,31,5,1,3,2,1,3,1,3,3,2,2,3,0.8,1,0.8,2,0.4,2,0.6,3,0.8,2,0.8,1,0.6,1,0.6,2,0.6,2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,21,,,,,,A2Z596CRYWL6XC,"Mike Bloombeg(D)
",2,1,2,2,3,2,2,2,3,2,,,,,,,,,,,R_s5SPV0VdMZHJYKR,experiment1,3,7,5,experimental
1/19/21 15:08,1/19/21 15:11,0,47.20.61.150,100,194,1,1/19/21 15:11,R_qyG54WD8WxMHy3D,,,,,40.82249451,-73.20349884,anonymous,EN,4,25,1,2,3,3,1,1,2,1,3,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,"4,6",8,2,"1,2,3,4",1,2,2,1,3,3,"1,4,8,9,2,3,5",3,,,,,,1,4,,,A3IGZYNVHK9L0Z,"Andrew Yang(D)
",3,1,1,1,2,1,2,2,3,2,,,,,,,,,,,R_3MQoWgeDQlwhMMR,experiment1,6,4,3,experimental
1/19/21 15:08,1/19/21 15:12,0,73.255.138.151,100,193,1,1/19/21 15:12,R_r3drck04MnA9H6V,,,,,27.26359558,-82.51709747,anonymous,EN,4,26,1,2,10,2,1,4,2,1,3,1,1,2,2,2,1,0.8,1,1,1,0.8,1,1,2,0.6,3,0.4,1,1,1,0.8,3,0.4,2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,,,,,,A371TFBL370YUF,"Mike Bloombeg(D)
",3,2,3,2,1,2,3,2,2,3,,,,,,,,,,,R_RQCN8cJSizXNqnL,experiment1,10,5,2,experimental
1/19/21 15:05,1/19/21 15:12,0,159.255.52.221,100,412,1,1/19/21 15:12,R_b2Tu88yVEa0JQZ3,,,,,32.63330078,-16.8999939,anonymous,EN,4,24,1,2,43,6,2,1,2,4,2,2,1,3,2,3,,,,,,,,,,,,,,,,,,,,,1,2,2,3,2,1,1,2,2,1,,,,,,,,,,,,,,,,,6,1,4,,,,,,APF4DODEF8HBC,"Pete Buttigieg(D)
",1,2,2,2,3,3,1,2,1,2,,,,,,,,,,,R_wYtGv3BsUoelBjb,experiment1,9,8,6,experimental
1/19/21 15:09,1/19/21 15:14,0,69.204.192.221,100,339,1,1/19/21 15:14,R_3nAzqgG0v1IQ3pQ,,,,,43.02250671,-74.02629852,anonymous,EN,4,26,1,2,33,2,1,3,2,1,3,1,1,2,2,4,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,4,1,2,2,2,,,,,,,,,,,,,,,,,1,4,21,,,,,,A3B9AULKR5TFI8,"Andrew Yang(D)
Cory Booker(D)
",1,1,2,2,2,1,1,2,2,1,,,,,,,,,,,R_3rSVdScYozcNygw,experiment1,1,5,2,experimental
1/19/21 15:21,1/19/21 15:25,0,74.135.64.107,100,238,1,1/19/21 15:25,R_2OHYrqL0yyxFXWT,,,,,39.60620117,-84.16950226,anonymous,EN,4,23,1,2,36,5,1,3,2,1,3,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,1,1,2,3,3,1,1,1,2,1,,,,,,,,,,,,,,,,,8,1,6,,,,,,A2LKOEDE8QEAGG,"Tulsi Gabbard(D)
Andrew Yang(D)
",1,1,1,2,3,2,2,2,2,2,,,,,,,,,,,R_3TKUERp5AokYaL7,experiment1,10,2,5,experimental
1/19/21 15:01,1/19/21 15:29,0,177.47.227.29,100,1675,1,1/19/21 15:29,R_2fqRIvEGRIQ7JGb,,,,,-11.14790344,-40.43110657,anonymous,EN,4,25,2,1,10,7,2,2,2,1,3,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,"1,2,3,4,5","3,4,7",1,"1,3,4",2,1,"1,3,4",1,4,2,"1,4",1,,,,,,1,4,I liked that task.,,A2BYGN27NJ718R,"Tulsi Gabbard(D)
",1,4,2,4,1,1,1,1,2,3,,,,,,,,,,,R_1hKKwQ40t2ADyWM,experiment1,9,7,7,experimental
1/19/21 15:30,1/19/21 15:35,0,47.33.171.33,100,278,1,1/19/21 15:35,R_WqFGBCMUayf6ZqN,,,,,42.46380615,-123.346405,anonymous,EN,4,29,1,2,38,4,1,1,2,1,4,2,3,1,2,4,2,0.6,2,0.8,3,1,2,1,2,0.6,4,0.4,2,0.6,2,0.6,1,1,2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,Nothing I can think of,,,,,A3BPENSX5EVJ2H,"Joe Biden(D)
Amy Klobuchar(D)
",2,3,2,2,3,5,2,2,2,1,,,,,,,,,,,R_3iBUVbPIB1geEzP,experiment1,8,4,4,experimental
1/19/21 15:32,1/19/21 15:38,0,98.245.46.116,100,415,1,1/19/21 15:38,R_2xYlVAES7Chp8Tq,,,,,39.65620422,-104.7865982,anonymous,EN,4,25,2,"1,3",6,5,1,2,2,1,3,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,1,1,1,2,2,,,,,,,,,,,,,,,,,6,1,10,,,,,,A2PDMPHZQEF2XI,"Joe Walsh(R)
",2,3,2,2,2,5,1,3,1,3,,,,,,,,,,,R_dnUMOJn5BWyR8dP,experiment1,10,6,5,experimental
1/19/21 15:35,1/19/21 15:39,0,174.107.228.155,100,223,1,1/19/21 15:39,R_WCMWD4OibpszCaB,,,,,33.91329956,-80.35870361,anonymous,EN,4,29,2,2,41,4,1,3,1,4,2,1,1,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,3,"3,4,5,6",1,"2,3",1,5,"2,5",3,2,2,"9,3,5",3,,,,,,2,16,,,A3TV45B4KPJ41X,"Pete Buttigieg(D)
Tulsi Gabbard(D)
Bernie Sanders(D)
",1,1,2,2,2,4,1,2,1,3,,,,,,,,,,,R_2z748ZD1Avlhfd2,experiment1,10,4,4,experimental
1/19/21 15:34,1/19/21 15:39,0,130.132.173.155,100,311,1,1/19/21 15:39,R_DD15g3s25o33iQV,,,,,41.31860352,-72.93019867,anonymous,EN,4,24,1,4,21,5,1,2,2,1,3,1,1,2,2,2,2,0.6,4,1,2,0.8,2,1,3,0.8,4,1,2,0.6,2,1,3,0.8,2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,16,,,,,,A31LNRQZVGM1R6,"Pete Buttigieg(D)
",2,1,2,1,3,3,1,2,2,1,,,,,,,,,,,R_1BPlftaaeaRfeJq,experiment1,10,6,5,experimental
1/19/21 15:35,1/19/21 15:45,0,76.217.249.85,100,559,1,1/19/21 15:45,R_3Pot2rxU22jvlqU,,,,,38.75180054,-90.30380249,anonymous,EN,4,26,1,1,26,5,1,3,2,1,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,10,1,4,,,,,,A3EZ0H07TSDAPW,"Elizabeth Warren(D)
",1,1,2,1,2,1,1,2,1,1,,,,,,,,,,,R_2fjSsJkxjtZZjC6,experiment1,10,8,5,experimental
1/19/21 15:42,1/19/21 15:46,0,24.243.15.164,100,260,1,1/19/21 15:46,R_2gkp9sEtha60y09,,,,,29.58259583,-98.40910339,anonymous,EN,4,25,2,2,44,3,2,1,1,1,3,1,1,3,3,4,1,0.8,1,0.6,1,1,1,1,3,1,1,1,1,0.4,1,0.6,2,0.4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,21,,,,,,A2RWG1BDW949U1,"Andrew Yang(D)
Cory Booker(D)
",1,1,1,2,3,1,1,1,2,1,,,,,,,,,,,R_1PTyEvyI46NCNpI,experiment1,10,5,3,experimental
1/19/21 15:09,1/19/21 15:48,0,199.83.210.167,100,2289,1,1/19/21 15:48,R_2an9svzF2foDydp,,,,,40.03210449,-82.90920258,anonymous,EN,4,24,1,2,31,5,3,4,1,1,2,1,2,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,6,2,3,3,3,3,1,3,2,2,2,,,,,,3,1,,,A33BNKC3ALUAHC,"Andrew Yang(D)
",2,2,1,2,3,2,2,3,2,2,,,,,,,,,,,R_3JqPtJgSviJUMza,experiment1,8,3,5,experimental
1/19/21 15:59,1/19/21 16:02,0,73.251.148.185,100,197,1,1/19/21 16:02,R_qOQPwNSkfxBFbzz,,,,,37.54530334,-77.91870117,anonymous,EN,4,27,1,2,47,5,1,3,2,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,3,3,6,7,1,1,"2,5",3,2,2,3,3,,,,,,2,21,,,A16P7DW4CB4JPM,"Elizabeth Warren(D)
",1,1,2,3,3,1,2,1,2,2,,,,,,,,,,,R_3pgsr4iZjxG7bzX,experiment1,8,4,5,experimental
1/19/21 16:00,1/19/21 16:04,0,206.45.59.246,100,234,1,1/19/21 16:04,R_0uKrBpm6ezp5G13,,,,,49.85380554,-97.29029846,anonymous,EN,4,29,2,2,52,3,3,1,1,1,2,2,2,3,2,3,2,0.4,2,0.6,1,0.6,1,1,3,1,1,1,1,0.8,1,0.4,1,0.2,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,,,,,,A1WBGYZ6Y8NJ9,"Tulsi Gabbard(D)
",1,1,1,1,3,2,1,1,3,1,,,,,,,,,,,R_Zxxp6nVmCjjaqt3,experiment1,7,6,3,experimental
1/19/21 15:57,1/19/21 16:07,0,177.209.71.229,100,604,1,1/19/21 16:07,R_1cRZXJ3IGv7g01v,,,,,-7.997406006,-34.87309265,anonymous,EN,4,25,1,1,44,3,1,1,1,1,3,1,3,1,3,2,,,,,,,,,,,,,,,,,,,,,1,2,3,3,1,5,3,3,2,1,,,,,,,,,,,,,,,,,1,2,16,,,,,,A3JSQQSFSORW59,"Elizabeth Warren(D)
Andrew Yang(D)
Cory Booker(D)
",1,3,2,1,1,2,1,2,1,1,,,,,,,,,,,R_2Y4xVL3inKoUMsg,experiment1,7,4,3,experimental
1/19/21 15:50,1/19/21 16:07,0,90.217.101.202,100,1045,1,1/19/21 16:07,R_21do0BE7Gs4YQ0Q,,,,,55.43330383,-4.675598145,anonymous,EN,4,22,1,7,53,1,1,1,2,1,3,3,3,2,3,2,2,0.4,2,0.8,2,0.8,3,0.6,3,0.6,3,0.8,1,0.8,2,0.8,3,0.8,3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,21,,,,,,A2YZX9FN6PN714,"Andrew Yang(D)
Cory Booker(D)
",1,2,2,3,3,1,3,3,1,1,,,,,,,,,,,R_2QlYEXw3chlFOLx,experiment1,9,6,1,experimental
